Bat,Gene-1,Gene-2,Gene-3,Gene-4,Gene-5,Ebola
58,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
59,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
60,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
61,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
62,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
63,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
64,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
65,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
66,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
67,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
68,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
69,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
70,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
71,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
72,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
73,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
74,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
75,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
76,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
77,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
78,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
79,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
80,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
81,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
82,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
83,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
84,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
85,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
86,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
87,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
88,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
89,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
90,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
91,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
92,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
93,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
94,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
95,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
96,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
97,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
98,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
99,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
100,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
101,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
102,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
103,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
104,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
105,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
106,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
107,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
108,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
109,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
110,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
111,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
112,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
113,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
114,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
115,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
116,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
117,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
118,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
119,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
121,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
122,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
123,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
124,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
125,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
126,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
127,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
128,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
130,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
132,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
133,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
134,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
135,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
136,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
137,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
138,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
139,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
140,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
141,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
142,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
143,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
144,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
145,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
146,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
147,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
148,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
149,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
150,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
151,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
152,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
153,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
154,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
155,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
156,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
157,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
158,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
159,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
160,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
161,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
162,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
163,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
164,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
165,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
166,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
167,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
168,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
169,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
170,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
171,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
172,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
173,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
174,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
175,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
176,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
177,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
178,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
179,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
180,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
181,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
182,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
183,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
184,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
185,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
186,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
187,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
188,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
189,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
190,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
191,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
192,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
193,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
194,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
195,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
196,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
197,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
198,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
199,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
200,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
201,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
202,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
203,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
204,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
205,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
206,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
207,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
208,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
209,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
210,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
211,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
212,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
213,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
214,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
215,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
216,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
217,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
218,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
219,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
220,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
221,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
222,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
223,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
224,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
225,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
226,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
227,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
228,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
229,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
230,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
231,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
232,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
233,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
234,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
235,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
236,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
237,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
238,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
239,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
240,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
241,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
242,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
243,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
244,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
245,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
246,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
247,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
248,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
249,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
250,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
251,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
252,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
253,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
254,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
255,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
256,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
257,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
258,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
259,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
260,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
261,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
262,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
263,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
264,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
265,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
266,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
267,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
268,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
269,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
270,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
271,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
272,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
273,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
274,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
275,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
276,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
277,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
278,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
279,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
280,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
281,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
282,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
283,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
284,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
285,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
286,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
287,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
288,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
289,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
290,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
291,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
292,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
293,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
294,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
295,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
296,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
297,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
298,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
299,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
300,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
301,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
302,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
303,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
304,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
305,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
306,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
307,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
308,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
309,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
310,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
311,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
312,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
313,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
314,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
315,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
316,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
317,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
318,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
319,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
320,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
322,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
323,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
324,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
325,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
326,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
327,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
328,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
329,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
330,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
331,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
332,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
333,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
334,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
335,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
336,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
337,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
338,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
339,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
340,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
341,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
342,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
343,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
344,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
345,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
346,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
347,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
348,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
349,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
350,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
351,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
352,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
353,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
354,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
355,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
356,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
357,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
358,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
359,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
360,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
361,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
362,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
363,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
364,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
365,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
366,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
367,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
368,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
369,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
370,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
371,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
373,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
374,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
375,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
376,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
377,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
378,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
379,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
380,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
381,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
382,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
383,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
384,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
385,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
386,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
387,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
388,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
389,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
390,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
391,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
392,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
393,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
394,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
395,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
396,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
397,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
398,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
399,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
400,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
401,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
402,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
403,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
404,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
405,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
406,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
407,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
408,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
409,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
410,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
411,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
412,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
413,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
414,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
415,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
416,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
417,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
418,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
419,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
420,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
421,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
422,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
423,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
424,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
425,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
426,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
427,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
428,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
429,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
430,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
431,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
432,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
433,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
434,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
435,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
